from,to,comm_from,comm_to
172,525,1,1
48,363,1,1
501,446,1,1
5,370,1,1
3,119,1,1
225,389,1,1
54,341,1,1
34,544,1,1
142,271,1,1
2,163,1,1
240,321,1,1
10,308,1,1
4,387,1,1
350,479,1,1
56,241,1,1
142,326,1,1
9,73,1,1
293,439,1,1
4,449,1,1
47,391,1,1
1,32,1,1
34,42,1,1
14,226,1,1
506,210,1,1
36,89,1,1
225,552,1,1
5,503,1,1
45,424,1,1
5,349,1,1
180,373,1,1
1,1,1,1
12,34,1,1
300,542,1,1
160,35,1,1
17,414,1,1
297,332,1,1
338,474,1,1
14,279,1,1
349,317,1,1
34,61,1,1
17,54,1,1
19,209,1,1
3,214,1,1
94,219,1,1
142,188,1,1
241,367,1,1
25,149,1,1
434,443,1,1
11,255,1,1
118,224,1,1
30,42,1,1
1,20,1,1
17,132,1,1
20,36,1,1
1,370,1,1
51,378,1,1
221,346,1,1
55,111,1,1
5,268,1,1
118,334,1,1
23,487,1,1
175,496,1,1
258,475,1,1
137,295,1,1
2,305,1,1
4,102,1,1
126,469,1,1
299,302,1,1
309,502,1,1
23,29,1,1
221,337,1,1
501,217,1,1
59,324,1,1
50,411,1,1
9,465,1,1
3,33,1,1
148,518,1,1
508,527,1,1
4,10,1,1
91,381,1,1
199,397,1,1
19,530,1,1
311,458,1,1
126,218,1,1
196,432,1,1
38,162,1,1
501,346,1,1
261,514,1,1
476,86,1,1
142,36,1,1
522,513,1,1
45,332,1,1
380,535,1,1
4,450,1,1
4,159,1,1
150,489,1,1
234,439,1,1
2,21,1,1
40,47,1,1
21,238,1,1
192,195,1,1
100,431,1,1
25,406,1,1
501,316,1,1
501,288,1,1
42,32,1,1
19,96,1,1
5,349,1,1
18,310,1,1
7,523,1,1
187,284,1,1
94,255,1,1
476,415,1,1
174,198,1,1
366,538,1,1
39,54,1,1
1,180,1,1
1,373,1,1
191,461,1,1
5,177,1,1
107,287,1,1
256,509,1,1
138,533,1,1
383,548,1,1
141,333,1,1
165,417,1,1
222,485,1,1
14,390,1,1
31,225,1,1
52,72,1,1
24,354,1,1
22,277,1,1
14,121,1,1
42,404,1,1
142,242,1,1
54,398,1,1
4,282,1,1
198,541,1,1
231,435,1,1
108,462,1,1
190,50,1,1
19,86,1,1
345,490,1,1
47,99,1,1
30,522,1,1
2,78,1,1
9,192,1,1
227,378,1,1
422,426,1,1
164,301,1,1
2,517,1,1
65,436,1,1
160,285,1,1
352,504,1,1
24,170,1,1
5,233,1,1
29,334,1,1
374,460,1,1
1,211,1,1
264,536,1,1
219,538,1,1
2,25,1,1
472,534,1,1
26,178,1,1
261,427,1,1
25,515,1,1
33,62,1,1
155,172,1,1
183,430,1,1
253,421,1,1
10,26,1,1
1,243,1,1
472,47,1,1
26,225,1,1
6,461,1,1
4,390,1,1
22,216,1,1
3,315,1,1
52,125,1,1
506,472,1,1
8,25,1,1
8,519,1,1
181,315,1,1
139,360,1,1
522,417,1,1
162,235,1,1
5,74,1,1
4,476,1,1
38,48,1,1
40,434,1,1
18,287,1,1
194,553,1,1
2,11,1,1
44,365,1,1
229,327,1,1
168,329,1,1
201,467,1,1
26,209,1,1
349,388,1,1
26,397,1,1
9,396,1,1
24,351,1,1
192,535,1,1
25,190,1,1
50,393,1,1
45,76,1,1
3,421,1,1
48,306,1,1
14,104,1,1
232,428,1,1
17,20,1,1
53,474,1,1
288,529,1,1
4,20,1,1
501,193,1,1
501,492,1,1
5,112,1,1
158,229,1,1
21,181,1,1
122,330,1,1
103,171,1,1
265,482,1,1
4,18,1,1
56,129,1,1
11,40,1,1
10,109,1,1
3,110,1,1
10,272,1,1
501,52,1,1
476,52,1,1
349,240,1,1
429,507,1,1
3,547,1,1
33,40,1,1
186,234,1,1
17,248,1,1
356,555,1,1
19,237,1,1
17,92,1,1
14,531,1,1
1,3,1,1
135,383,1,1
116,15,1,1
194,548,1,1
8,36,1,1
13,550,1,1
309,491,1,1
53,387,1,1
11,30,1,1
380,441,1,1
2,386,1,1
9,21,1,1
3,102,1,1
472,213,1,1
147,510,1,1
5,202,1,1
1,190,1,1
273,291,1,1
192,112,1,1
4,130,1,1
6,38,1,1
10,25,1,1
45,335,1,1
42,95,1,1
124,276,1,1
268,447,1,1
41,320,1,1
31,356,1,1
29,190,1,1
52,368,1,1
249,540,1,1
51,541,1,1
406,524,1,1
2,2,1,1
119,392,1,1
253,386,1,1
7,30,1,1
109,363,1,1
12,140,1,1
305,322,1,1
3,114,1,1
4,424,1,1
2,267,1,1
488,525,1,1
115,359,1,1
213,302,1,1
264,539,1,1
140,399,1,1
8,11,1,1
41,497,1,1
4,48,1,1
3,69,1,1
1,276,1,1
73,518,1,1
3,316,1,1
50,498,1,1
169,479,1,1
1,87,1,1
57,495,1,1
71,438,1,1
5,5,1,1
142,39,1,1
522,450,1,1
36,51,1,1
23,38,1,1
162,442,1,1
14,478,1,1
67,228,1,1
18,532,1,1
2,269,1,1
2,448,1,1
206,440,1,1
26,107,1,1
51,46,1,1
1,6,1,1
6,192,1,1
14,468,1,1
2,325,1,1
2,225,1,1
65,372,1,1
9,349,1,1
371,513,1,1
161,294,1,1
45,59,1,1
12,34,1,1
1,10,1,1
52,437,1,1
90,163,1,1
270,382,1,1
2,28,1,1
30,523,1,1
51,133,1,1
2,2,1,1
26,189,1,1
4,50,1,1
325,464,1,1
476,540,1,1
3,394,1,1
134,44,1,1
5,83,1,1
291,314,1,1
25,150,1,1
7,31,1,1
31,34,1,1
23,526,1,1
451,489,1,1
339,456,1,1
1,11,1,1
30,254,1,1
222,452,1,1
4,190,1,1
75,328,1,1
476,392,1,1
407,495,1,1
2,228,1,1
4,223,1,1
50,54,1,1
1,353,1,1
53,217,1,1
322,395,1,1
31,120,1,1
48,323,1,1
8,227,1,1
349,414,1,1
11,110,1,1
129,355,1,1
18,426,1,1
34,353,1,1
88,444,1,1
22,26,1,1
5,273,1,1
23,166,1,1
3,24,1,1
102,251,1,1
42,231,1,1
472,425,1,1
68,432,1,1
18,354,1,1
18,97,1,1
405,532,1,1
109,318,1,1
5,223,1,1
84,500,1,1
7,258,1,1
389,478,1,1
60,430,1,1
31,55,1,1
11,361,1,1
476,415,1,1
18,72,1,1
348,554,1,1
275,509,1,1
17,313,1,1
192,530,1,1
29,48,1,1
225,343,1,1
379,520,1,1
506,39,1,1
1,131,1,1
161,295,1,1
296,504,1,1
342,442,1,1
1,153,1,1
8,533,1,1
162,483,1,1
4,22,1,1
145,173,1,1
2,488,1,1
20,396,1,1
67,278,1,1
99,473,1,1
337,345,1,1
31,105,1,1
4,342,1,1
34,269,1,1
29,108,1,1
39,48,1,1
42,381,1,1
212,493,1,1
109,54,1,1
4,96,1,1
5,376,1,1
506,484,1,1
144,505,1,1
307,351,1,1
445,455,1,1
9,90,1,1
344,412,1,1
4,11,1,1
103,470,1,1
101,173,1,1
52,546,1,1
472,152,1,1
472,71,1,1
23,46,1,1
21,377,1,1
723,1069,2,2
570,870,2,2
692,1047,2,2
576,982,2,2
602,632,2,2
963,1018,2,2
562,906,2,2
907,1067,2,2
593,795,2,2
790,908,2,2
587,1048,2,2
783,583,2,2
830,600,2,2
625,878,2,2
571,962,2,2
982,744,2,2
559,896,2,2
560,1025,2,2
664,1054,2,2
610,999,2,2
556,1042,2,2
922,789,2,2
646,852,2,2
581,811,2,2
571,697,2,2
590,1054,2,2
565,888,2,2
764,846,2,2
595,1100,2,2
561,596,2,2
581,642,2,2
760,836,2,2
607,814,2,2
838,866,2,2
673,710,2,2
556,580,2,2
885,1070,2,2
556,915,2,2
575,1065,2,2
559,578,2,2
940,983,2,2
590,1027,2,2
561,625,2,2
649,769,2,2
760,1099,2,2
841,978,2,2
559,601,2,2
588,1030,2,2
556,762,2,2
558,817,2,2
760,610,2,2
1032,1033,2,2
571,581,2,2
950,889,2,2
696,1029,2,2
687,734,2,2
556,571,2,2
653,1091,2,2
600,689,2,2
568,598,2,2
571,901,2,2
968,981,2,2
570,1011,2,2
646,785,2,2
720,737,2,2
615,872,2,2
573,929,2,2
600,606,2,2
615,1026,2,2
579,938,2,2
772,775,2,2
899,901,2,2
831,1046,2,2
883,974,2,2
690,1031,2,2
985,1089,2,2
646,850,2,2
782,833,2,2
982,607,2,2
585,928,2,2
745,1052,2,2
698,861,2,2
942,998,2,2
810,969,2,2
571,867,2,2
571,606,2,2
982,1106,2,2
659,906,2,2
649,860,2,2
561,1094,2,2
556,827,2,2
591,1032,2,2
693,970,2,2
560,724,2,2
644,1085,2,2
760,759,2,2
562,982,2,2
559,584,2,2
768,1083,2,2
556,903,2,2
570,1044,2,2
699,881,2,2
781,874,2,2
907,1029,2,2
558,1108,2,2
699,797,2,2
774,988,2,2
593,990,2,2
603,1075,2,2
731,741,2,2
692,591,2,2
830,589,2,2
594,617,2,2
1088,637,2,2
896,943,2,2
858,1068,2,2
571,972,2,2
760,1078,2,2
573,767,2,2
619,1099,2,2
565,739,2,2
607,641,2,2
560,1061,2,2
571,905,2,2
896,635,2,2
610,670,2,2
591,1014,2,2
560,980,2,2
916,996,2,2
628,658,2,2
594,567,2,2
560,723,2,2
594,602,2,2
692,604,2,2
791,973,2,2
556,995,2,2
595,623,2,2
565,930,2,2
589,771,2,2
561,725,2,2
571,1059,2,2
590,1051,2,2
593,924,2,2
953,1006,2,2
852,948,2,2
701,960,2,2
578,905,2,2
571,596,2,2
731,826,2,2
650,672,2,2
571,975,2,2
922,851,2,2
565,766,2,2
595,1073,2,2
695,979,2,2
573,608,2,2
701,834,2,2
572,919,2,2
556,593,2,2
697,698,2,2
980,995,2,2
925,952,2,2
594,731,2,2
609,587,2,2
830,1085,2,2
559,706,2,2
559,792,2,2
1088,877,2,2
730,1063,2,2
571,979,2,2
824,847,2,2
754,1044,2,2
588,606,2,2
595,1106,2,2
829,1107,2,2
1088,600,2,2
716,988,2,2
589,993,2,2
568,582,2,2
802,994,2,2
1043,1062,2,2
982,754,2,2
556,1003,2,2
581,821,2,2
609,1079,2,2
586,868,2,2
593,828,2,2
740,941,2,2
594,956,2,2
594,760,2,2
604,776,2,2
594,796,2,2
779,1041,2,2
580,976,2,2
562,591,2,2
562,583,2,2
556,738,2,2
563,772,2,2
858,993,2,2
602,682,2,2
556,951,2,2
623,1076,2,2
568,558,2,2
679,700,2,2
564,691,2,2
1106,675,2,2
666,898,2,2
591,728,2,2
559,1104,2,2
556,907,2,2
570,991,2,2
571,800,2,2
694,803,2,2
610,992,2,2
907,915,2,2
556,1072,2,2
556,684,2,2
560,721,2,2
830,606,2,2
568,764,2,2
594,560,2,2
934,1012,2,2
607,812,2,2
731,1001,2,2
708,788,2,2
607,986,2,2
591,683,2,2
771,812,2,2
560,578,2,2
920,1037,2,2
757,893,2,2
581,677,2,2
573,604,2,2
581,869,2,2
580,971,2,2
606,702,2,2
982,900,2,2
582,613,2,2
735,1074,2,2
561,646,2,2
981,1075,2,2
808,1090,2,2
947,960,2,2
663,882,2,2
571,577,2,2
565,660,2,2
594,718,2,2
567,1086,2,2
572,614,2,2
560,967,2,2
593,652,2,2
567,1015,2,2
558,912,2,2
681,884,2,2
590,609,2,2
576,671,2,2
712,751,2,2
793,1010,2,2
579,1081,2,2
691,869,2,2
567,738,2,2
859,892,2,2
594,1010,2,2
776,1018,2,2
731,703,2,2
791,899,2,2
1006,608,2,2
922,580,2,2
702,788,2,2
855,1012,2,2
730,1005,2,2
875,910,2,2
594,1096,2,2
896,600,2,2
749,1028,2,2
863,966,2,2
600,600,2,2
560,610,2,2
628,588,2,2
674,1017,2,2
577,940,2,2
572,680,2,2
728,823,2,2
594,1042,2,2
729,834,2,2
594,652,2,2
602,1015,2,2
601,566,2,2
662,1068,2,2
594,1093,2,2
566,1110,2,2
559,830,2,2
559,688,2,2
594,997,2,2
830,857,2,2
559,651,2,2
787,789,2,2
604,1101,2,2
837,871,2,2
589,678,2,2
936,1091,2,2
850,1036,2,2
1106,895,2,2
560,939,2,2
780,807,2,2
582,756,2,2
1042,603,2,2
571,929,2,2
581,630,2,2
668,837,2,2
950,717,2,2
781,800,2,2
604,687,2,2
1106,778,2,2
854,944,2,2
892,918,2,2
706,880,2,2
863,763,2,2
863,891,2,2
928,1040,2,2
609,986,2,2
719,955,2,2
692,629,2,2
980,768,2,2
572,939,2,2
559,1057,2,2
559,1066,2,2
932,989,2,2
626,840,2,2
958,1110,2,2
709,824,2,2
991,821,2,2
1042,598,2,2
590,964,2,2
711,1090,2,2
985,1002,2,2
561,859,2,2
560,1020,2,2
816,1034,2,2
936,1007,2,2
732,1002,2,2
836,990,2,2
581,747,2,2
603,835,2,2
598,816,2,2
637,914,2,2
628,580,2,2
1088,665,2,2
690,897,2,2
580,602,2,2
588,868,2,2
565,752,2,2
572,1095,2,2
818,823,2,2
763,1037,2,2
636,853,2,2
638,1043,2,2
610,856,2,2
588,765,2,2
822,895,2,2
570,760,2,2
887,927,2,2
813,839,2,2
879,1096,2,2
922,665,2,2
556,935,2,2
760,654,2,2
692,661,2,2
618,875,2,2
558,667,2,2
568,1092,2,2
582,1064,2,2
560,634,2,2
950,805,2,2
1000,1102,2,2
562,590,2,2
833,1051,2,2
877,934,2,2
645,912,2,2
606,636,2,2
860,1019,2,2
862,924,2,2
600,758,2,2
909,999,2,2
571,601,2,2
578,633,2,2
571,742,2,2
610,605,2,2
594,1001,2,2
591,1057,2,2
576,750,2,2
735,983,2,2
593,910,2,2
582,676,2,2
843,1034,2,2
872,1038,2,2
572,954,2,2
886,913,2,2
628,785,2,2
594,1101,2,2
570,558,2,2
991,805,2,2
559,784,2,2
1042,947,2,2
1106,1078,2,2
628,1005,2,2
559,829,2,2
559,584,2,2
617,867,2,2
696,977,2,2
720,944,2,2
801,820,2,2
560,1042,2,2
561,1023,2,2
692,980,2,2
847,1020,2,2
598,950,2,2
568,798,2,2
590,1021,2,2
594,572,2,2
573,967,2,2
580,878,2,2
1106,804,2,2
655,574,2,2
556,1009,2,2
704,937,2,2
961,1013,2,2
885,958,2,2
603,704,2,2
576,961,2,2
922,570,2,2
998,1073,2,2
1041,1056,2,2
950,750,2,2
991,977,2,2
560,845,2,2
607,873,2,2
579,612,2,2
950,856,2,2
980,896,2,2
603,647,2,2
879,1046,2,2
593,887,2,2
1003,1038,2,2
950,629,2,2
578,762,2,2
659,862,2,2
907,664,2,2
616,585,2,2
705,745,2,2
926,1055,2,2
571,612,2,2
863,596,2,2
600,894,2,2
556,744,2,2
559,606,2,2
610,1008,2,2
962,968,2,2
579,1067,2,2
567,668,2,2
571,984,2,2
560,1071,2,2
804,1060,2,2
880,1049,2,2
567,980,2,2
921,1102,2,2
721,1079,2,2
560,713,2,2
628,904,2,2
556,594,2,2
560,739,2,2
594,681,2,2
596,607,2,2
760,679,2,2
839,908,2,2
902,920,2,2
832,1092,2,2
950,975,2,2
556,656,2,2
559,748,2,2
603,898,2,2
980,580,2,2
682,873,2,2
601,604,2,2
589,1064,2,2
594,752,2,2
579,1077,2,2
844,926,2,2
715,822,2,2
783,951,2,2
568,641,2,2
808,959,2,2
560,626,2,2
1042,1027,2,2
648,657,2,2
568,799,2,2
820,1097,2,2
787,1017,2,2
632,688,2,2
830,897,2,2
731,876,2,2
621,748,2,2
991,790,2,2
558,576,2,2
917,945,2,2
568,599,2,2
982,825,2,2
567,584,2,2
565,1024,2,2
729,1082,2,2
1072,1105,2,2
922,767,2,2
1106,712,2,2
591,653,2,2
582,917,2,2
927,946,2,2
602,876,2,2
741,1039,2,2
559,565,2,2
602,1107,2,2
711,1014,2,2
786,865,2,2
933,1109,2,2
556,650,2,2
957,1033,2,2
572,864,2,2
601,987,2,2
802,1066,2,2
991,620,2,2
896,780,2,2
692,971,2,2
700,893,2,2
594,770,2,2
726,994,2,2
746,777,2,2
562,982,2,2
863,963,2,2
680,1081,2,2
560,765,2,2
922,569,2,2
607,916,2,2
667,843,2,2
646,591,2,2
844,942,2,2
992,1087,2,2
677,914,2,2
582,945,2,2
556,686,2,2
561,731,2,2
584,590,2,2
556,592,2,2
644,1019,2,2
570,861,2,2
810,1070,2,2
576,1098,2,2
556,759,2,2
733,825,2,2
602,1048,2,2
797,1063,2,2
591,948,2,2
1047,1094,2,2
558,830,2,2
692,874,2,2
560,604,2,2
645,923,2,2
660,1055,2,2
556,573,2,2
598,635,2,2
803,811,2,2
909,943,2,2
594,599,2,2
806,806,2,2
562,851,2,2
606,1098,2,2
747,605,2,2
643,755,2,2
573,685,2,2
639,661,2,2
589,705,2,2
576,589,2,2
896,588,2,2
923,1104,2,2
830,819,2,2
646,647,2,2
671,813,2,2
596,845,2,2
883,1007,2,2
581,598,2,2
666,1025,2,2
886,1084,2,2
713,719,2,2
725,773,2,2
784,970,2,2
595,842,2,2
731,736,2,2
966,1035,2,2
572,955,2,2
594,578,2,2
594,596,2,2
571,560,2,2
594,655,2,2
595,631,2,2
556,734,2,2
230,838,1,2
429,807,1,2
503,1080,1,2
200,1053,1,2
256,829,1,2
150,1011,1,2
105,706,1,2
73,612,1,2
418,1056,1,2
386,685,1,2
493,969,1,2
278,563,1,2
142,1101,1,2
180,839,1,2
349,673,1,2
449,721,1,2
399,720,1,2
99,728,1,2
315,613,1,2
397,939,1,2
209,1107,1,2
476,876,1,2
89,1078,1,2
342,803,1,2
553,929,1,2
143,649,1,2
72,784,1,2
548,568,1,2
385,1092,1,2
192,746,1,2
489,748,1,2
147,676,1,2
287,981,1,2
329,1044,1,2
178,606,1,2
120,656,1,2
344,782,1,2
21,945,1,2
411,840,1,2
78,1019,1,2
522,904,1,2
40,610,1,2
547,898,1,2
419,917,1,2
424,1089,1,2
137,666,1,2
465,857,1,2
318,1090,1,2
33,964,1,2
169,871,1,2
531,995,1,2
108,866,1,2
163,578,1,2
220,615,1,2
20,558,1,2
549,745,1,2
25,877,1,2
494,881,1,2
420,671,1,2
66,815,1,2
129,919,1,2
416,566,1,2
123,1050,1,2
87,682,1,2
80,985,1,2
288,959,1,2
257,920,1,2
481,1045,1,2
207,787,1,2
48,582,1,2
375,690,1,2
82,562,1,2
177,996,1,2
412,589,1,2
63,161,1,1
65,345,1,1
372,410,1,1
376,543,1,1
848,1069,2,2
253,353,1,1
77,419,1,1
367,540,1,1
54,335,1,1
306,531,1,1
135,524,1,1
239,400,1,1
399,466,1,1
359,402,1,1
67,107,1,1
45,146,1,1
536,555,1,1
53,57,1,1
215,364,1,1
108,16,1,1
92,209,1,1
155,529,1,1
122,134,1,1
112,303,1,1
128,325,1,1
102,350,1,1
101,207,1,1
205,295,1,1
83,388,1,1
125,285,1,1
317,474,1,1
116,27,1,1
36,520,1,1
411,461,1,1
355,494,1,1
176,242,1,1
75,154,1,1
258,333,1,1
266,49,1,1
103,153,1,1
926,979,2,2
606,1022,2,2
764,1058,2,2
680,1036,2,2
651,874,2,2
783,887,2,2
759,831,2,2
683,901,2,2
564,653,2,2
1025,1077,2,2
655,723,2,2
671,1059,2,2
991,563,2,2
701,1065,2,2
815,1086,2,2
952,1064,2,2
699,1030,2,2
797,954,2,2
834,947,2,2
761,806,2,2
742,919,2,2
604,736,2,2
1080,592,2,2
626,829,2,2
855,1090,2,2
720,868,2,2
780,973,2,2
643,706,2,2
866,1057,2,2
896,1074,2,2
590,729,2,2
1031,1033,2,2
135,1012,1,2
453,843,1,2
94,906,1,2
383,838,1,2
95,615,1,2
83,565,1,2
184,579,1,2
514,723,1,2
144,537,1,1
309,505,1,1
185,254,1,1
97,357,1,1
229,262,1,1
283,524,1,1
172,289,1,1
567,624,2,2
627,796,2,2
640,1058,2,2
593,911,2,2
749,1004,2,2
6,49,1,1
197,203,1,1
63,226,1,1
80,304,1,1
248,393,1,1
160,263,1,1
29,48,1,1
64,261,1,1
181,307,1,1
82,166,1,1
45,352,1,1
55,412,1,1
429,517,1,1
467,555,1,1
207,350,1,1
483,518,1,1
60,66,1,1
102,239,1,1
205,389,1,1
295,502,1,1
424,468,1,1
16,438,1,1
338,550,1,1
275,345,1,1
129,15,1,1
153,283,1,1
117,310,1,1
83,112,1,1
447,459,1,1
79,363,1,1
145,298,1,1
122,150,1,1
171,201,1,1
135,435,1,1
222,369,1,1
33,375,1,1
190,469,1,1
311,514,1,1
719,768,2,2
881,1082,2,2
637,686,2,2
591,954,2,2
836,920,2,2
730,969,2,2
628,990,2,2
629,715,2,2
576,890,2,2
726,793,2,2
729,1045,2,2
723,1005,2,2
654,608,2,2
722,748,2,2
721,882,2,2
848,947,2,2
579,936,2,2
622,951,2,2
749,934,2,2
758,787,2,2
782,1087,2,2
638,777,2,2
643,961,2,2
840,1010,2,2
760,786,2,2
651,985,2,2
879,1096,2,2
784,914,2,2
853,995,2,2
602,662,2,2
856,916,2,2
705,770,2,2
581,666,2,2
616,831,2,2
323,659,1,2
292,651,1,2
227,629,1,2
372,1023,1,2
524,898,1,2
390,644,1,2
263,777,1,2
205,1065,1,2
70,423,1,1
192,113,1,1
418,436,1,1
558,779,2,2
1041,1073,2,2
819,1056,2,2
55,175,1,1
28,496,1,1
98,204,1,1
232,424,1,1
286,489,1,1
384,428,1,1
59,499,1,1
321,401,1,1
141,409,1,1
313,486,1,1
414,511,1,1
501,545,1,1
714,1078,2,2
740,939,2,2
941,1110,2,2
729,743,2,2
761,869,2,2
573,806,2,2
737,801,2,2
792,820,2,2
1076,1097,2,2
849,932,2,2
597,967,2,2
703,931,2,2
933,1085,2,2
1043,1109,2,2
642,949,2,2
652,557,2,2
965,1096,2,2
117,305,1,1
126,456,1,1
86,471,1,1
218,512,1,1
167,510,1,1
62,401,1,1
245,553,1,1
21,436,1,1
171,291,1,1
210,340,1,1
474,539,1,1
229,484,1,1
18,31,1,1
325,390,1,1
122,279,1,1
67,234,1,1
501,19,1,1
79,447,1,1
54,264,1,1
389,482,1,1
177,328,1,1
273,362,1,1
42,408,1,1
431,538,1,1
283,500,1,1
35,439,1,1
522,83,1,1
173,469,1,1
146,465,1,1
403,445,1,1
203,502,1,1
319,13,1,1
355,370,1,1
115,342,1,1
109,461,1,1
149,341,1,1
213,462,1,1
330,351,1,1
151,43,1,1
991,791,2,2
609,1077,2,2
694,725,2,2
911,1102,2,2
765,806,2,2
916,1019,2,2
594,604,2,2
846,1035,2,2
842,845,2,2
733,774,2,2
580,1080,2,2
755,890,2,2
606,884,2,2
735,925,2,2
682,1024,2,2
573,810,2,2
783,813,2,2
974,1022,2,2
917,1006,2,2
576,636,2,2
891,1067,2,2
724,777,2,2
625,1049,2,2
929,1021,2,2
849,913,2,2
630,960,2,2
848,940,2,2
671,734,2,2
797,1026,2,2
816,826,2,2
832,905,2,2
902,1057,2,2
927,967,2,2
611,613,2,2
607,942,2,2
676,782,2,2
737,862,2,2
678,994,2,2
612,1003,2,2
431,989,1,2
87,602,1,2
75,919,1,2
394,700,1,2
540,727,1,2
100,876,1,2
530,971,1,2
278,1092,1,2
257,911,1,2
424,725,1,2
127,391,1,1
136,236,1,1
156,437,1,1
164,301,1,1
301,370,1,1
41,487,1,1
320,396,1,1
331,497,1,1
170,516,1,1
151,200,1,1
896,1053,2,2
246,310,1,1
51,477,1,1
250,261,1,1
259,413,1,1
270,495,1,1
76,382,1,1
97,528,1,1
274,387,1,1
32,280,1,1
281,311,1,1
177,336,1,1
22,347,1,1
121,413,1,1
199,463,1,1
473,480,1,1
55,521,1,1
648,1059,2,2
560,657,2,2
669,881,2,2
707,738,2,2
753,1059,2,2
794,1000,2,2
751,809,2,2
654,841,2,2
587,978,2,2
1016,1073,2,2
807,1103,2,2
